area,distance,first_registration,fuel,price,search,title,url,year
"Kjøpmannsbrotet 12, 4352 Kleppe",34700,2021-12-13,Elektrisitet,339000,Tesla Model 3,Tesla Model 3 Standard Range Plus 325 hk RWD EU25 ++,https://www.finn.no/car/used/ad.html?finnkode=343165810,2021

"Øyrane 1, 6800 Førde",70732,2020-09-07,Elektrisitet,329000,Tesla Model 3,Tesla Model 3 LR AWD|Krok|Premium|AP|,https://www.finn.no/car/used/ad.html?finnkode=343178966,2020
"Dyrskuevegen 4, 2040 Kløfta",76000,2021-06-28,Elektrisitet,355000,Tesla Model 3,Tesla Model 3 614km Long Range AP/Varmepumpe/Rattvarme/Facelift,https://www.finn.no/car/used/ad.html?finnkode=343177014,2021

6013 Ålesund,84000,2019-03-01,Elektrisitet,309305,Tesla Model 3,Tesla Model 3 MODEL 3 PERFORMANCE,https://www.finn.no/car/used/ad.html?finnkode=342944411,2019
5580 Ølen,85911,2021-03-23,Elektrisitet,347129,Tesla Model 3,Tesla Model 3 Long Range AWD m/tilhengerfeste,https://www.finn.no/car/used/ad.html?finnkode=342946286,2021
"Doneheia 163, 4516 Mandal",57000,2019-12-10,Elektrisitet,349000,Tesla Model 3,Tesla Model 3 Performance/ AWD/ Skinn/ Mørke Ruter/ Carbon/,https://www.finn.no/car/used/ad.html?finnkode=342951886,2020
5243 Fana,26500,2021-09-22,Elektrisitet,380000,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=342953919,2021
0560 Oslo,68800,2019-06-22,Elektrisitet,299999,Tesla Model 3,Tesla Model 3 Performance AWD,https://www.finn.no/car/used/ad.html?finnkode=342952723,2019
9100 Kvaløysletta,33200,2022-03-23,Elektrisitet,436868,Tesla Model 3,Tesla Model 3 MODEL 3 158KW,https://www.finn.no/car/used/ad.html?finnkode=306826449,2022
7715 Steinkjer,49000,2020-09-24,Elektrisitet,347129,Tesla Model 3,Tesla Model 3 PERFORMANCE MODEL 3 AWD 158KW,https://www.finn.no/car/used/ad.html?finnkode=342968248,2020
"Torsvang 16, 3271 Larvik",48570,2021-03-02,Elektrisitet,439000,Tesla Model 3,"Tesla Model 3 AWD Performance Facelift Autopilot 20""Uberturbine +++",https://www.finn.no/car/used/ad.html?finnkode=343004142,2021
"Vigdelsvegen 1, 4053 Ræge",58500,2019-09-17,Elektrisitet,319900,Tesla Model 3,Tesla Model 3 Long Range | 4x4 | Hengerfeste | Norsk | Velholdt,https://www.finn.no/car/used/ad.html?finnkode=343004895,2019

"Haugesund - ta kontakt for visning, 5514 Haugesund",87000,2019-06-28,Elektrisitet,268900,Tesla Model 3,Tesla Model 3 Long Range RWD 600km / AP / R.Kam / P.Varm / EU06.2025,https://www.finn.no/car/used/ad.html?finnkode=343006342,2019


"Magnus Lagabøters veg 6, 7047 Trondheim",42010,2020-09-22,Elektrisitet,358900,Tesla Model 3,"Tesla Model 3 Performance AWD Premium|KAMERA/ACC/PANO/SKINN/2x20""+++",https://www.finn.no/car/used/ad.html?finnkode=343009357,2020


"Venusvegen 10B, 7652 Verdal",75600,2020-03-23,Elektrisitet,349900,Tesla Model 3,Tesla Model 3 Long Range/AWD/Premium/Krok/AP,https://www.finn.no/car/used/ad.html?finnkode=343016240,2020
"Ringveien 103, 9018 Tromsø",101000,2019-03-26,Elektrisitet,299900,Tesla Model 3,"Tesla Model 3 4X4, Ad.Cruise, LED, Skinn, Panorama, Kamera, DAB++",https://www.finn.no/car/used/ad.html?finnkode=342741650,2019

"Tungavegen 26, 7047 Trondheim",95900,2019-06-13,Elektrisitet,294900,Tesla Model 3,"Tesla Model 3 LONG RANGE,FSD,HENGERFESTE,PREMIUM LYD,",https://www.finn.no/car/used/ad.html?finnkode=342745370,2019
"Korsmovegen 14, 2100 Skarnes",65000,2021-03-19,Elektrisitet,307129,Tesla Model 3,Tesla Model 3 Standard Range Plus RWD,https://www.finn.no/car/used/ad.html?finnkode=342763199,2021
"Dyrskuevegen 4, 2040 Kløfta",50200,2021-09-26,Elektrisitet,309900,Tesla Model 3,Tesla Model 3 Standard range+ Autopilot/Krok/V.Pumpe/S+V,https://www.finn.no/car/used/ad.html?finnkode=342769711,2021
2052 Jessheim,48100,2020-12-27,Elektrisitet,417129,Tesla Model 3,"Tesla Model 3 som skiller seg ut, meget påkostet les tekst.",https://www.finn.no/car/used/ad.html?finnkode=342728161,2021
"Dyrskuevegen 4, 2040 Kløfta",63200,2020-12-02,Elektrisitet,349900,Tesla Model 3,Tesla Model 3 Long Range/Autopilot/PremLyd/V.Pumpe/Hengerfeste,https://www.finn.no/car/used/ad.html?finnkode=342776988,2021
"Klingavegen 1, 7800 Namsos",54000,2020-12-22,Elektrisitet,419000,Tesla Model 3,Tesla Model 3 PERFORMANCE / LONG RANGE / 4WD / FACELIFT / NORSK !,https://www.finn.no/car/used/ad.html?finnkode=342777182,2021
