area,distance,first_registration,fuel,price,search,title,url,year
"Billingstadsletta 14-18, 1396 Billingstad",44944,2021-04-21,Diesel,499750,Skoda Superb,"Skoda Superb Scout 200TDI 4x4 DSG Matrix-H.feste-Webasto-Kessy-19""++",https://www.finn.no/car/used/ad.html?finnkode=342321602,2021
"Billingstadsletta 14-18, 1396 Billingstad",19365,2022-12-30,Diesel,549750,Skoda Superb,Skoda Superb Style 200TDI 4x4 DSG Matrix-Skinn-H.feste.R.kam.-Canton,https://www.finn.no/car/used/ad.html?finnkode=342317332,2023
"Lønningsflaten 32H, 5258 Blomsterdalen",198000,2012-11-23,Diesel,99000,Skoda Superb,Skoda Superb DSG/CC/Xenon/Hengerfeste/Outlet,https://www.finn.no/car/used/ad.html?finnkode=342823541,2013
"Samagata 33, 9403 Harstad",43011,2021-06-24,El + Bensin,359900,Skoda Superb,"Skoda Superb Sup3fl stv sty phev dsg 02 Navi,Webasto,Krok,ACC",https://www.finn.no/car/used/ad.html?finnkode=342737240,2021
"Magnus Lagabøters veg 6, 7047 Trondheim",107470,2016-04-26,Diesel,214900,Skoda Superb,Skoda Superb 2.0TDi 150hk Style DSG|NAVI/ACC/PDC/EL.BAKLUKE/CARPLAY,https://www.finn.no/car/used/ad.html?finnkode=342785291,2016
"Kleivbrottet 8C, 3084 Holmestrand",59000,2015-07-02,Diesel,169900,Skoda Superb,Skoda Superb 1.6TDI 105HK XENON/CRUISE/NAVI/DAB+/SOLTAK/KLIMA/EU2026,https://www.finn.no/car/used/ad.html?finnkode=342764275,2015
"Samagata 33, 9403 Harstad",44351,2021-06-24,El + Bensin,359900,Skoda Superb,"Skoda Superb Sup3fl stv l&k phev dsg 02 Webasto,Navi,Krok,ACC,DCC",https://www.finn.no/car/used/ad.html?finnkode=342737046,2021
"Samagata 33, 9403 Harstad",102885,2020-07-01,El + Bensin,299900,Skoda Superb,"Skoda Superb Sup3fl stv spo phev tsi dsg Sportline,Soltak,Krok,IV",https://www.finn.no/car/used/ad.html?finnkode=342738252,2020
3086 Holmestrand,321000,2010-06-05,Diesel,39999,Skoda Superb,"Skoda Superb Nylig EU-godkjent Superb, mye nye deler, kupevarmer",https://www.finn.no/car/used/ad.html?finnkode=327276662,2010
"Navarveien 5a, 7820 Spillum",33000,2022-10-06,Diesel,589000,Skoda Superb,Skoda Superb Sup3fl stv l&k d200 4x4 dsg Wbasto/Led Matrix/krok++++,https://www.finn.no/car/used/ad.html?finnkode=342862651,2023
"Molde - ta kontakt for visning, 6410 Molde",188000,2016-03-01,Bensin,150000,Skoda Superb,Skoda Superb 150hk / ACC / Minne / Skinn+Alcantara / P.Varmer / DAB,https://www.finn.no/car/used/ad.html?finnkode=342735182,2016
"Leirgata 4, 3943 Porsgrunn",179000,2015-10-27,Diesel,158000,Skoda Superb,Skoda Superb 1.6-120 D-TOPPUTSTYRT-MANUELL-SOLTAK-SKINN-NAVI,https://www.finn.no/car/used/ad.html?finnkode=342589093,2016
"Navarveien 5a, 7820 Spillum",39500,2022-10-06,Diesel,589000,Skoda Superb,Skoda Superb Sup3fl stv l&k d200 4x4 dsg krok/navi/Canton+++,https://www.finn.no/car/used/ad.html?finnkode=342862705,2023
"Navarveien 5a, 7820 Spillum",34000,2022-10-06,Diesel,589000,Skoda Superb,Skoda Superb Sup3fl stv l&k d200 4x4 dsg Krok/navi/webasto+++,https://www.finn.no/car/used/ad.html?finnkode=342862510,2023
8522 Beisfjord,108000,2016-05-25,Bensin,224147,Skoda Superb,Skoda Superb SUPERB 1.4-150 4X4,https://www.finn.no/car/used/ad.html?finnkode=302569864,2016
